ID,Scale,High.Level.Cat,Specific.Skill,Rank.Now,Rank.Future,TeamFolder,Team,Group.Class,Rank.Now.Num,Rank.Future.Num,Gap,Gap2,CreditSkill,DebitSkill,Year
35,Scale G,Soft,Presentations/public  speaking,Good (2),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,2,3,-1,1,FALSE,TRUE,2018
35,Scale G,Soft,Customer service,High (3),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,3,3,0,0,FALSE,FALSE,2018
35,Scale G,Soft,"Communication (written, reviewing and editing)",Good (2),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,2,3,-1,1,FALSE,TRUE,2018
35,Scale G,Soft,Stakeholder management/negotiation,Good (2),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,2,3,-1,1,FALSE,TRUE,2018
35,Scale G,Soft,Planning & Organisation,High (3),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,3,3,0,0,FALSE,FALSE,2018
35,Scale G,Soft,Training,Good (2),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,2,3,-1,1,FALSE,TRUE,2018
35,Scale G,Soft,Event management,Good (2),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,2,3,-1,1,FALSE,TRUE,2018
35,Scale G,Management,Coaching and Mentoring,Good (2),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,2,3,-1,1,FALSE,TRUE,2018
35,Scale G,Management,Leadership,Good (2),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,2,2,0,0,FALSE,FALSE,2018
35,Scale G,Management,Line/people management,Good (2),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,2,2,0,0,FALSE,FALSE,2018
35,Scale G,Management,Performance Evaluation,Good (2),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,2,3,-1,1,FALSE,TRUE,2018
35,Scale G,Management,Self-management,High (3),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,3,3,0,0,FALSE,FALSE,2018
35,Scale G,Management,"Project Management (scoping, task setting, development follow-up, budget)",Good (2),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,2,3,-1,1,FALSE,TRUE,2018
35,Scale G,Management,Business planning,Good (2),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,2,2,0,0,FALSE,FALSE,2018
35,Scale G,Management,Strategy,Good (2),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,2,2,0,0,FALSE,FALSE,2018
35,Scale G,Management,"Structured thinking (e.g. business process opt, taxonomy)",Good (2),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,2,3,-1,1,FALSE,TRUE,2018
35,Scale G,Management,Conflict resolution,Good (2),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,2,3,-1,1,FALSE,TRUE,2018
35,Scale G,Data management,Data Collection,Good (2),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,2,3,-1,1,FALSE,TRUE,2018
35,Scale G,Data management,Data Ownership & Stewardship,High (3),Expert (4),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,3,4,-1,1,FALSE,TRUE,2018
35,Scale G,Data management,"Data Preparation (e.g. Virtual, Imputation, Anonimization)",Good (2),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,2,3,-1,1,FALSE,TRUE,2018
35,Scale G,Data management,"Data Preparation (e.g. Manipulation, Aggregation)",High (3),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,3,3,0,0,FALSE,FALSE,2018
35,Scale G,Data management,Data Quality (Plausie),Basic (1),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,1,3,-2,4,FALSE,TRUE,2018
35,Scale G,Data management,Data Analysis: Exploration,Good (2),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,2,3,-1,1,FALSE,TRUE,2018
35,Scale G,Data management,Data Analysis: Modelling,Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,1,2,-1,1,FALSE,TRUE,2018
35,Scale G,Data management,Data Publishing/Sharing,Good (2),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,2,3,-1,1,FALSE,TRUE,2018
35,Scale G,Data management,Data Ownership & Stewardship (advisory),Good (2),Expert (4),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,2,4,-2,4,FALSE,TRUE,2018
35,Scale G,Data management,Metadata Management (advisory/operational),Good (2),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,2,3,-1,1,FALSE,TRUE,2018
35,Scale G,Data management,Master Data Management,Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,1,2,-1,1,FALSE,TRUE,2018
35,Scale G,Data management,Data Quality Management (advisory),Basic (1),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,1,3,-2,4,FALSE,TRUE,2018
35,Scale G,Data management,Data Governance (advisory),Good (2),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,2,3,-1,1,FALSE,TRUE,2018
35,Scale G,Data management,Data risk (reviewing and acessing data risks),Good (2),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,2,3,-1,1,FALSE,TRUE,2018
35,Scale G,Subject matter experts,Prudential regulation: Banking,Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,1,2,-1,1,FALSE,TRUE,2018
35,Scale G,Subject matter experts,Prudential regulation: Insurance,Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,1,2,-1,1,FALSE,TRUE,2018
35,Scale G,Subject matter experts,National accounts,Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,1,2,-1,1,FALSE,TRUE,2018
35,Scale G,Subject matter experts,"Banking - stats (e.g. money and credit, rates)",Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,1,2,-1,1,FALSE,TRUE,2018
35,Scale G,Subject matter experts,PRA supervisory process: banking,Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,1,2,-1,1,FALSE,TRUE,2018
35,Scale G,Subject matter experts,Monetary policy,Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,1,2,-1,1,FALSE,TRUE,2018
35,Scale G,Subject matter experts,Financial Stability,Good (2),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,2,2,0,0,FALSE,FALSE,2018
35,Scale G,Subject matter experts,Insurance,Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,1,2,-1,1,FALSE,TRUE,2018
35,Scale G,Subject matter experts,Financial Risk Management,Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,1,2,-1,1,FALSE,TRUE,2018
35,Scale G,Technical specialists,Statistical methods,Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,1,2,-1,1,FALSE,TRUE,2018
35,Scale G,Technical specialists,Data science,Basic (1),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,1,1,0,0,FALSE,FALSE,2018
35,Scale G,Technical specialists,Economics,Basic (1),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,1,1,0,0,FALSE,FALSE,2018
35,Scale G,Technical specialists,Mathematics,Good (2),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,2,2,0,0,FALSE,FALSE,2018
35,Scale G,Technical specialists,Accountancy,Good (2),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,2,1,1,1,TRUE,FALSE,2018
35,Scale G,Technical specialists,"Bank policy  (e.g. data policies, disclosures)",Good (2),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,2,3,-1,1,FALSE,TRUE,2018
35,Scale G,Technical specialists,"Data Management (DCAM,DAMA)",Basic (1),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,1,3,-2,4,FALSE,TRUE,2018
35,Scale G,Technical specialists,Data Engineering,Basic (1),Basic (1),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/DMT_G_1.xlsx,DMT,Bankwide Advisory,1,1,0,0,FALSE,FALSE,2018
36,Scale H,Systems,BEEDS,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
36,Scale H,Systems,BSM,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
36,Scale H,Systems,MIDAS,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
36,Scale H,Systems,TARSAMM,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
36,Scale H,Systems,Aperture,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
36,Scale H,Systems,TRAFFIC,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
36,Scale H,Systems,Hub,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
36,Scale H,Systems,MarkitEDM,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
36,Scale H,Systems,DKAN (data inventory system),Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
36,Scale H,Systems,TARDIS / INTACT,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
36,Scale H,Systems,MOSR / EDM,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
36,Scale H,Systems,GABRIEL,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
36,Scale H,Systems,RWM,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
36,Scale H,Systems,OSCA,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
36,Scale H,Analytical tools,Excel,Good (2),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,2,3,-1,1,FALSE,TRUE,2018
36,Scale H,Analytical tools,"Programming tools for analysis (R, Python, Matlab)",Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
36,Scale H,Analytical tools,"Visualisation tools (Excel, tableau, power BI, SSRS)",Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
36,Scale H,Analytical tools,"Programming tools for product development (R, Python, Matlab, Shiny)",Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
36,Scale H,Analytical tools,"Database query tools (SQL type tools , NoSQL, MDx, SSAS)",Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
36,Scale H,Analytical tools,"Econometric tools (Eviews, Stata, X13, etc)",Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
36,Scale H,Analytical tools,"Bank collaboration tools: Sharepoint, Collaborate, My Service",High (3),Expert (4),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,3,4,-1,1,FALSE,TRUE,2018
36,Scale H,Analytical tools,VBA,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
36,Scale H,Analytical tools,STAR tools,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
36,Scale H,Analytical tools,Programming tools for big data (e.g. Spark),Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
36,Scale H,Analytical tools,Version control (git),Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
36,Scale H,Analytical tools,"Programming notebooks (Jupyter notebooks, R markdown)",Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
36,Scale H,Analytical tools,"Workflow-based tools ( KNIME, Alteryx)",Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
36,Scale H,Analytical tools,Web development,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
36,Scale H,Analytical tools,"Office tools: 
Powerpoint
Access
Word",High (3),Expert (4),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,3,4,-1,1,FALSE,TRUE,2018
36,Scale H,Analytical tools,Team workflow management tools,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
36,Scale H,Soft,Presentations/public  speaking,High (3),Expert (4),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,3,4,-1,1,FALSE,TRUE,2018
36,Scale H,Soft,Customer service,High (3),Expert (4),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,3,4,-1,1,FALSE,TRUE,2018
36,Scale H,Soft,"Communication (written, reviewing and editing)",Expert (4),Expert (4),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,4,4,0,0,FALSE,FALSE,2018
36,Scale H,Soft,Stakeholder management/negotiation,High (3),Expert (4),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,3,4,-1,1,FALSE,TRUE,2018
36,Scale H,Soft,Planning & Organisation,High (3),Expert (4),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,3,4,-1,1,FALSE,TRUE,2018
36,Scale H,Soft,Training,Good (2),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,2,3,-1,1,FALSE,TRUE,2018
36,Scale H,Soft,Event management,High (3),Expert (4),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,3,4,-1,1,FALSE,TRUE,2018
36,Scale H,Management,Coaching and Mentoring,High (3),Expert (4),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,3,4,-1,1,FALSE,TRUE,2018
36,Scale H,Management,Leadership,Good (2),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,2,3,-1,1,FALSE,TRUE,2018
36,Scale H,Management,Line/people management,Good (2),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,2,3,-1,1,FALSE,TRUE,2018
36,Scale H,Management,Performance Evaluation,Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,1,2,-1,1,FALSE,TRUE,2018
36,Scale H,Management,Self-management,High (3),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,3,3,0,0,FALSE,FALSE,2018
36,Scale H,Management,"Project Management (scoping, task setting, development follow-up, budget)",Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,1,2,-1,1,FALSE,TRUE,2018
36,Scale H,Management,Business planning,Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,1,2,-1,1,FALSE,TRUE,2018
36,Scale H,Management,Strategy,Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,1,2,-1,1,FALSE,TRUE,2018
36,Scale H,Management,"Structured thinking (e.g. business process opt, taxonomy)",Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,1,2,-1,1,FALSE,TRUE,2018
36,Scale H,Management,Conflict resolution,Basic (1),Good (2),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,1,2,-1,1,FALSE,TRUE,2018
36,Scale H,Data management,Data Collection,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
36,Scale H,Data management,Data Ownership & Stewardship,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
36,Scale H,Data management,"Data Preparation (e.g. Virtual, Imputation, Anonimization)",Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
36,Scale H,Data management,"Data Preparation (e.g. Manipulation, Aggregation)",Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
36,Scale H,Data management,Data Quality (Plausie),Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
36,Scale H,Data management,Data Analysis: Exploration,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
36,Scale H,Data management,Data Analysis: Modelling,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
36,Scale H,Data management,Data Publishing/Sharing,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
36,Scale H,Data management,Data Ownership & Stewardship (advisory),Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
36,Scale H,Data management,Metadata Management (advisory/operational),Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
36,Scale H,Data management,Master Data Management,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
36,Scale H,Data management,Data Quality Management (advisory),Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
36,Scale H,Data management,Data Governance (advisory),Good (2),High (3),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,2,3,-1,1,FALSE,TRUE,2018
36,Scale H,Data management,Data risk (reviewing and acessing data risks),Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
36,Scale H,Subject matter experts,Prudential regulation: Banking,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
36,Scale H,Subject matter experts,Prudential regulation: Insurance,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
36,Scale H,Subject matter experts,National accounts,Not applicable (0),Not applicable (0),N:/DATA/Cross Divisional Work/SkillsMatrix//DMT/Skills matrix and skills list 3.xlsx,DMT,Bankwide Advisory,0,0,0,0,FALSE,FALSE,2018
